ID	Codón_CTG	Tamaño	Frecuencia%	Intrones
DEHA2F03718g	3	838	0.3580%	0
DEHA2F04070g	3	975	0.3077%	0
DEHA2F04114g	3	331	0.9063%	0
DEHA2F04158g	3	406	0.7389%	0
DEHA2F04224g	3	318	0.9434%	0
DEHA2F04466g	3	913	0.3286%	0
DEHA2F04554g	3	370	0.8108%	0
DEHA2F04818g	3	297	1.0101%	0
DEHA2F05390g	3	538	0.5576%	0
DEHA2F05610g	3	500	0.6000%	0
DEHA2F05918g	3	838	0.3580%	0
DEHA2F06292g	3	484	0.6198%	0
DEHA2F06490g	3	359	0.8357%	0
DEHA2F06578g	3	790	0.3797%	0
DEHA2F06710g	3	1116	0.2688%	1
DEHA2F06908g	3	398	0.7538%	0
DEHA2F07018g	3	593	0.5059%	0
DEHA2F07612g	3	966	0.3106%	0
DEHA2F07700g	3	461	0.6508%	0
DEHA2F07920g	3	472	0.6356%	0
DEHA2F08052g	3	593	0.5059%	0
DEHA2F08756g	3	409	0.7335%	0
DEHA2F09812g	3	686	0.4373%	0
DEHA2F10010g	3	414	0.7246%	0
DEHA2F10032g	3	324	0.9259%	0
DEHA2F10208g	3	738	0.4065%	0
DEHA2F10516g	3	492	0.6098%	0
DEHA2F10846g	3	179	1.6760%	0
DEHA2F10890g	3	888	0.3378%	0
DEHA2F10912g	3	766	0.3916%	0
DEHA2F11968g	3	417	0.7194%	0
DEHA2F12034g	3	426	0.7042%	1
DEHA2F12298g	3	491	0.6110%	0
DEHA2F12320g	3	1131	0.2653%	0
DEHA2F12364g	3	615	0.4878%	0
DEHA2F12386g	3	274	1.0949%	0
DEHA2F12408g	3	788	0.3807%	0
DEHA2F12672g	3	83	3.6145%	0
DEHA2F12738g	3	528	0.5682%	0
DEHA2F13354g	3	388	0.7732%	0
DEHA2F13816g	3	327	0.9174%	0
DEHA2F14014g	3	231	1.2987%	0
DEHA2F14058g	3	777	0.3861%	0
DEHA2F14080g	3	562	0.5338%	0
DEHA2F14344g	3	389	0.7712%	0
DEHA2F14410g	3	641	0.4680%	0
DEHA2F14432g	3	512	0.5859%	0
DEHA2F14696g	3	279	1.0753%	0
DEHA2F15048g	3	267	1.1236%	0
DEHA2F15092g	3	666	0.4505%	0
DEHA2F15312g	3	547	0.5484%	0
DEHA2F15356g	3	574	0.5226%	1
DEHA2F15620g	3	741	0.4049%	0
DEHA2F15664g	3	420	0.7143%	0
DEHA2F15862g	3	516	0.5814%	0
DEHA2F15906g	3	483	0.6211%	0
DEHA2F15928g	3	312	0.9615%	0
DEHA2F15950g	3	601	0.4992%	2
DEHA2F16104g	3	167	1.7964%	0
DEHA2F16192g	3	1000	0.3000%	0
DEHA2F16258g	3	214	1.4019%	0
DEHA2F16346g	3	840	0.3571%	0
DEHA2F16588g	3	328	0.9146%	0
DEHA2F16786g	3	448	0.6696%	0
DEHA2F16940g	3	442	0.6787%	0
DEHA2F17138g	3	403	0.7444%	0
DEHA2F17314g	3	306	0.9804%	0
DEHA2F17380g	3	500	0.6000%	0
DEHA2F17622g	3	740	0.4054%	0
DEHA2F18040g	3	304	0.9868%	0
DEHA2F18062g	3	703	0.4267%	0
DEHA2F18106g	3	412	0.7282%	0
DEHA2F18722g	3	916	0.3275%	0
DEHA2F18964g	3	489	0.6135%	0
DEHA2F19008g	3	415	0.7229%	0
DEHA2F19294g	3	689	0.4354%	0
DEHA2F19470g	3	1271	0.2360%	0
DEHA2F20768g	3	987	0.3040%	0
DEHA2F20790g	3	379	0.7916%	0
DEHA2F20856g	3	952	0.3151%	0
DEHA2F21010g	3	311	0.9646%	0
DEHA2F21230g	3	535	0.5607%	0
DEHA2F21406g	3	197	1.5228%	0
DEHA2F21428g	3	445	0.6742%	0
DEHA2F21472g	3	446	0.6726%	0
DEHA2F21626g	3	442	0.6787%	0
DEHA2F21912g	3	489	0.6135%	0
DEHA2F22088g	3	357	0.8403%	0
DEHA2F22154g	3	636	0.4717%	0
DEHA2F22418g	3	231	1.2987%	0
DEHA2F22462g	3	318	0.9434%	0
DEHA2F22484g	3	468	0.6410%	0
DEHA2F22660g	3	239	1.2552%	0
DEHA2F22770g	3	470	0.6383%	0
DEHA2F22946g	3	335	0.8955%	0
DEHA2F23188g	3	1616	0.1856%	0
DEHA2F23298g	3	325	0.9231%	0
DEHA2F23408g	3	522	0.5747%	0
DEHA2F23650g	3	1004	0.2988%	0
DEHA2F23716g	3	336	0.8929%	0
DEHA2F24134g	3	405	0.7407%	0
DEHA2F24222g	3	612	0.4902%	0
DEHA2F24640g	3	847	0.3542%	0
DEHA2F25190g	3	340	0.8824%	0
DEHA2F25454g	3	598	0.5017%	0
DEHA2F25740g	3	990	0.3030%	0
DEHA2F25938g	3	864	0.3472%	0
DEHA2F25982g	3	432	0.6944%	0
DEHA2F26312g	3	671	0.4471%	0
DEHA2F26356g	3	288	1.0417%	0
DEHA2F26400g	3	389	0.7712%	0
DEHA2F26444g	3	762	0.3937%	0
DEHA2F26466g	3	313	0.9585%	0
DEHA2F26730g	3	345	0.8696%	0
DEHA2F26884g	3	232	1.2931%	0
DEHA2F26950g	3	113	2.6549%	0
DEHA2G00154g	3	124	2.4194%	0
DEHA2G00176g	3	80	3.7500%	0
DEHA2G00352g	3	229	1.3100%	0
DEHA2G00462g	3	764	0.3927%	0
DEHA2G00836g	3	506	0.5929%	0
DEHA2G01364g	3	537	0.5587%	0
DEHA2G01518g	3	1116	0.2688%	0
DEHA2G01716g	3	453	0.6623%	0
DEHA2G01760g	3	461	0.6508%	0
DEHA2G01914g	3	358	0.8380%	0
DEHA2G02772g	3	447	0.6711%	0
DEHA2G03124g	3	174	1.7241%	0
DEHA2G03432g	3	401	0.7481%	1
DEHA2G03542g	3	1380	0.2174%	0
DEHA2G03674g	3	839	0.3576%	0
DEHA2G03762g	3	463	0.6479%	0
DEHA2G03872g	3	284	1.0563%	0
DEHA2G04290g	3	333	0.9009%	0
DEHA2G04510g	3	853	0.3517%	0
DEHA2G04554g	3	319	0.9404%	1
DEHA2G04708g	3	327	0.9174%	0
DEHA2G04862g	3	678	0.4425%	0
DEHA2G05280g	3	671	0.4471%	0
DEHA2G05368g	3	248	1.2097%	0
DEHA2G05566g	3	507	0.5917%	0
DEHA2G05632g	3	683	0.4392%	0
DEHA2G05654g	3	795	0.3774%	0
DEHA2G05940g	3	698	0.4298%	0
DEHA2G06006g	3	272	1.1029%	0
DEHA2G06248g	3	1068	0.2809%	0
DEHA2G06798g	3	810	0.3704%	0
DEHA2G06952g	3	299	1.0033%	0
DEHA2G07128g	3	264	1.1364%	0
DEHA2G07172g	3	493	0.6085%	0
DEHA2G07458g	3	303	0.9901%	1
DEHA2G07634g	3	540	0.5556%	0
DEHA2G07700g	3	404	0.7426%	0
DEHA2G07986g	3	1185	0.2532%	0
DEHA2G08008g	3	669	0.4484%	0
DEHA2G08514g	3	582	0.5155%	0
DEHA2G08580g	3	616	0.4870%	0
DEHA2G08778g	3	358	0.8380%	0
DEHA2G08866g	3	393	0.7634%	0
DEHA2G08998g	3	536	0.5597%	0
DEHA2G09064g	3	799	0.3755%	0
DEHA2G09372g	3	578	0.5190%	0
DEHA2G09394g	3	598	0.5017%	0
DEHA2G09922g	3	533	0.5629%	0
DEHA2G10406g	3	849	0.3534%	0
DEHA2G10494g	3	1258	0.2385%	0
DEHA2G10604g	3	619	0.4847%	0
DEHA2G10670g	3	755	0.3974%	0
DEHA2G10692g	3	670	0.4478%	0
DEHA2G10758g	3	280	1.0714%	0
DEHA2G10802g	3	337	0.8902%	0
DEHA2G11066g	3	267	1.1236%	0
DEHA2G11814g	3	565	0.5310%	0
DEHA2G11990g	3	123	2.4390%	0
DEHA2G12122g	3	635	0.4724%	0
DEHA2G12254g	3	990	0.3030%	0
DEHA2G12408g	3	680	0.4412%	0
DEHA2G12496g	3	1405	0.2135%	0
DEHA2G12826g	3	685	0.4380%	0
DEHA2G12848g	3	134	2.2388%	0
DEHA2G13266g	3	727	0.4127%	0
DEHA2G13640g	3	637	0.4710%	0
DEHA2G13794g	3	575	0.5217%	0
DEHA2G13882g	3	273	1.0989%	0
DEHA2G14652g	3	477	0.6289%	0
DEHA2G15180g	3	849	0.3534%	0
DEHA2G15510g	3	505	0.5941%	0
DEHA2G15532g	3	252	1.1905%	0
DEHA2G15642g	3	2738	0.1096%	0
DEHA2G15862g	3	297	1.0101%	0
DEHA2G15884g	3	598	0.5017%	0
DEHA2G16632g	3	668	0.4491%	0
DEHA2G16808g	3	556	0.5396%	0
DEHA2G16918g	3	464	0.6466%	0
DEHA2G17226g	3	312	0.9615%	0
DEHA2G17270g	3	494	0.6073%	0
DEHA2G17446g	3	871	0.3444%	0
DEHA2G17468g	3	486	0.6173%	0
DEHA2G17600g	3	377	0.7958%	0
DEHA2G17644g	3	835	0.3593%	0
DEHA2G17842g	3	721	0.4161%	0
DEHA2G17952g	3	333	0.9009%	0
DEHA2G18040g	3	556	0.5396%	0
DEHA2G18942g	3	905	0.3315%	0
DEHA2G19008g	3	577	0.5199%	0
DEHA2G19426g	3	632	0.4747%	0
DEHA2G20020g	3	832	0.3606%	0
DEHA2G20350g	3	487	0.6160%	0
DEHA2G20548g	3	305	0.9836%	0
DEHA2G20658g	3	83	3.6145%	0
DEHA2G20680g	3	644	0.4658%	0
DEHA2G20746g	3	378	0.7937%	0
DEHA2G20768g	3	993	0.3021%	0
DEHA2G21142g	3	485	0.6186%	1
DEHA2G21230g	3	338	0.8876%	0
DEHA2G21318g	3	388	0.7732%	0
DEHA2G21384g	3	928	0.3233%	0
DEHA2G21472g	3	270	1.1111%	0
DEHA2G22154g	3	919	0.3264%	0
DEHA2G22308g	3	1080	0.2778%	0
DEHA2G22462g	3	127	2.3622%	0
DEHA2G22594g	3	698	0.4298%	0
DEHA2G22682g	3	1364	0.2199%	0
DEHA2G22858g	3	562	0.5338%	0
DEHA2G23034g	3	170	1.7647%	0
DEHA2G23078g	3	290	1.0345%	0
DEHA2G23210g	3	686	0.4373%	0
DEHA2G23232g	3	1165	0.2575%	0
DEHA2G23474g	3	455	0.6593%	0
DEHA2G23826g	3	261	1.1494%	0
DEHA2G23848g	3	988	0.3036%	0
DEHA2G23980g	3	307	0.9772%	0
DEHA2G24002g	3	225	1.3333%	0
DEHA2G24442g	3	438	0.6849%	0
DEHA2A00154g	2	346	0.5780%	0
DEHA2A00330g	2	68	2.9412%	0
DEHA2A00396g	2	241	0.8299%	0
DEHA2A00572g	2	560	0.3571%	0
DEHA2A00682g	2	360	0.5556%	0
DEHA2A00726g	2	641	0.3120%	0
DEHA2A00902g	2	252	0.7937%	0
DEHA2A01298g	2	450	0.4444%	0
DEHA2A01430g	2	198	1.0101%	0
DEHA2A01518g	2	394	0.5076%	0
DEHA2A01540g	2	716	0.2793%	0
DEHA2A01782g	2	885	0.2260%	0
DEHA2A01804g	2	505	0.3960%	0
DEHA2A01958g	2	365	0.5479%	0
DEHA2A01980g	2	754	0.2653%	0
DEHA2A02090g	2	350	0.5714%	0
DEHA2A02134g	2	253	0.7905%	0
DEHA2A02156g	2	956	0.2092%	0
DEHA2A02178g	2	213	0.9390%	0
DEHA2A02200g	2	600	0.3333%	0
DEHA2A02222g	2	734	0.2725%	0
DEHA2A03124g	2	633	0.3160%	0
DEHA2A03410g	2	107	1.8692%	0
DEHA2A03542g	2	594	0.3367%	0
DEHA2A03564g	2	626	0.3195%	0
DEHA2A03652g	2	1021	0.1959%	0
DEHA2A04334g	2	776	0.2577%	0
DEHA2A04488g	2	590	0.3390%	0
DEHA2A04554g	2	592	0.3378%	0
DEHA2A04730g	2	342	0.5848%	0
DEHA2A04818g	2	453	0.4415%	0
DEHA2A05148g	2	385	0.5195%	0
DEHA2A05170g	2	614	0.3257%	0
DEHA2A05302g	2	495	0.4040%	0
DEHA2A05456g	2	222	0.9009%	0
DEHA2A05918g	2	765	0.2614%	0
DEHA2A05984g	2	174	1.1494%	0
DEHA2A06072g	2	235	0.8511%	0
DEHA2A06160g	2	296	0.6757%	0
DEHA2A06182g	2	467	0.4283%	0
DEHA2A06270g	2	302	0.6623%	0
DEHA2A06446g	2	813	0.2460%	0
DEHA2A06490g	2	506	0.3953%	0
DEHA2A06864g	2	592	0.3378%	0
DEHA2A06952g	2	283	0.7067%	0
DEHA2A07018g	2	242	0.8264%	0
DEHA2A07172g	2	537	0.3724%	0
DEHA2A07348g	2	619	0.3231%	0
DEHA2A07524g	2	202	0.9901%	0
DEHA2A07678g	2	576	0.3472%	0
DEHA2A07722g	2	90	2.2222%	0
DEHA2A08272g	2	516	0.3876%	0
DEHA2A08404g	2	276	0.7246%	0
DEHA2A08492g	2	829	0.2413%	0
DEHA2A08690g	2	681	0.2937%	0
DEHA2A08712g	2	456	0.4386%	0
DEHA2A08932g	2	1256	0.1592%	0
DEHA2A08976g	2	506	0.3953%	0
DEHA2A09108g	2	249	0.8032%	0
DEHA2A09394g	2	555	0.3604%	0
DEHA2A09570g	2	298	0.6711%	0
DEHA2A09746g	2	242	0.8264%	0
DEHA2A09834g	2	449	0.4454%	0
DEHA2A09856g	2	384	0.5208%	0
DEHA2A09878g	2	345	0.5797%	1
DEHA2A09922g	2	346	0.5780%	0
DEHA2A09944g	2	485	0.4124%	0
DEHA2A10098g	2	815	0.2454%	0
DEHA2A10450g	2	339	0.5900%	1
DEHA2A10494g	2	590	0.3390%	0
DEHA2A10736g	2	443	0.4515%	0
DEHA2A10802g	2	540	0.3704%	0
DEHA2A10978g	2	312	0.6410%	0
DEHA2A11066g	2	427	0.4684%	0
DEHA2A11132g	2	286	0.6993%	0
DEHA2A11176g	2	77	2.5974%	0
DEHA2A11440g	2	652	0.3067%	0
DEHA2A11572g	2	590	0.3390%	0
DEHA2A11682g	2	363	0.5510%	0
DEHA2A11792g	2	394	0.5076%	0
DEHA2A12012g	2	311	0.6431%	0
DEHA2A12276g	2	771	0.2594%	0
DEHA2A12430g	2	269	0.7435%	0
DEHA2A12606g	2	1087	0.1840%	0
DEHA2A12672g	2	387	0.5168%	0
DEHA2A12760g	2	497	0.4024%	0
DEHA2A12936g	2	875	0.2286%	0
DEHA2A13266g	2	258	0.7752%	0
DEHA2A13354g	2	307	0.6515%	1
DEHA2A13618g	2	1749	0.1144%	0
DEHA2A14542g	2	347	0.5764%	0
DEHA2A14608g	2	360	0.5556%	0
DEHA2A14696g	2	632	0.3165%	0
DEHA2B00352g	2	471	0.4246%	0
DEHA2B00374g	2	457	0.4376%	0
DEHA2B00440g	2	85	2.3529%	0
DEHA2B00682g	2	520	0.3846%	0
DEHA2B00726g	2	288	0.6944%	1
DEHA2B00946g	2	159	1.2579%	0
DEHA2B01100g	2	1857	0.1077%	0
DEHA2B01166g	2	67	2.9851%	0
DEHA2B01276g	2	316	0.6329%	0
DEHA2B01452g	2	1597	0.1252%	0
DEHA2B01540g	2	292	0.6849%	0
DEHA2B01606g	2	68	2.9412%	0
DEHA2B01716g	2	578	0.3460%	0
DEHA2B01738g	2	637	0.3140%	0
DEHA2B02134g	2	544	0.3676%	0
DEHA2B02332g	2	597	0.3350%	1
DEHA2B02464g	2	514	0.3891%	0
DEHA2B02486g	2	456	0.4386%	0
DEHA2B02618g	2	846	0.2364%	0
DEHA2B03146g	2	234	0.8547%	0
DEHA2B03278g	2	814	0.2457%	0
DEHA2B03300g	2	236	0.8475%	1
DEHA2B03740g	2	520	0.3846%	0
DEHA2B03762g	2	313	0.6390%	0
DEHA2B03784g	2	559	0.3578%	0
DEHA2B03872g	2	567	0.3527%	0
DEHA2B03894g	2	696	0.2874%	0
DEHA2B03982g	2	497	0.4024%	0
DEHA2B04070g	2	887	0.2255%	0
DEHA2B04092g	2	363	0.5510%	0
DEHA2B04466g	2	487	0.4107%	0
DEHA2B04752g	2	866	0.2309%	0
DEHA2B04796g	2	778	0.2571%	0
DEHA2B04862g	2	110	1.8182%	1
DEHA2B05148g	2	372	0.5376%	0
DEHA2B05302g	2	540	0.3704%	0
DEHA2B05368g	2	459	0.4357%	0
DEHA2B05566g	2	424	0.4717%	0
DEHA2B05720g	2	446	0.4484%	0
DEHA2B06292g	2	619	0.3231%	0
DEHA2B06666g	2	349	0.5731%	0
DEHA2B07040g	2	486	0.4115%	0
DEHA2B07194g	2	693	0.2886%	0
DEHA2B07260g	2	723	0.2766%	0
DEHA2B07590g	2	335	0.5970%	0
DEHA2B07634g	2	792	0.2525%	0
DEHA2B07678g	2	354	0.5650%	0
DEHA2B08008g	2	995	0.2010%	0
DEHA2B08052g	2	566	0.3534%	0
DEHA2B08074g	2	268	0.7463%	0
DEHA2B08118g	2	1145	0.1747%	0
DEHA2B08360g	2	610	0.3279%	0
DEHA2B08624g	2	198	1.0101%	0
DEHA2B09306g	2	786	0.2545%	0
DEHA2B09416g	2	298	0.6711%	0
DEHA2B09724g	2	529	0.3781%	0
DEHA2B09834g	2	567	0.3527%	0
DEHA2B09944g	2	515	0.3883%	0
DEHA2B10076g	2	697	0.2869%	0
DEHA2B10186g	2	423	0.4728%	0
DEHA2B10274g	2	198	1.0101%	0
DEHA2B10318g	2	270	0.7407%	0
DEHA2B10340g	2	270	0.7407%	0
DEHA2B10406g	2	491	0.4073%	0
DEHA2B10824g	2	582	0.3436%	0
DEHA2B10890g	2	532	0.3759%	0
DEHA2B10978g	2	659	0.3035%	0
DEHA2B11572g	2	389	0.5141%	0
DEHA2B11748g	2	469	0.4264%	0
DEHA2B11792g	2	333	0.6006%	0
DEHA2B11814g	2	473	0.4228%	0
DEHA2B11902g	2	426	0.4695%	0
DEHA2B11968g	2	344	0.5814%	0
DEHA2B12166g	2	611	0.3273%	0
DEHA2B12254g	2	293	0.6826%	0
DEHA2B12386g	2	429	0.4662%	0
DEHA2B12892g	2	596	0.3356%	0
DEHA2B12914g	2	163	1.2270%	0
DEHA2B13068g	2	381	0.5249%	0
DEHA2B13112g	2	335	0.5970%	0
DEHA2B13156g	2	668	0.2994%	0
DEHA2B13376g	2	719	0.2782%	0
DEHA2B13596g	2	467	0.4283%	0
DEHA2B13662g	2	287	0.6969%	0
DEHA2B13706g	2	305	0.6557%	0
DEHA2B13772g	2	372	0.5376%	0
DEHA2B13970g	2	685	0.2920%	0
DEHA2B14124g	2	682	0.2933%	0
DEHA2B14498g	2	530	0.3774%	1
DEHA2B14652g	2	672	0.2976%	0
DEHA2B14696g	2	358	0.5587%	0
DEHA2B14740g	2	614	0.3257%	0
DEHA2B14828g	2	496	0.4032%	0
DEHA2B14894g	2	168	1.1905%	0
DEHA2B14938g	2	523	0.3824%	0
DEHA2B15070g	2	1107	0.1807%	0
DEHA2B15422g	2	481	0.4158%	0
DEHA2B15950g	2	67	2.9851%	0
DEHA2B16126g	2	810	0.2469%	0
DEHA2B16148g	2	750	0.2667%	0
DEHA2B16236g	2	329	0.6079%	0
DEHA2B16280g	2	514	0.3891%	0
DEHA2B16346g	2	232	0.8621%	1
DEHA2B16500g	2	576	0.3472%	0
DEHA2B16610g	2	1508	0.1326%	0
DEHA2B16654g	2	91	2.1978%	0
DEHA2C00220g	2	528	0.3788%	0
DEHA2C00264g	2	534	0.3745%	0
DEHA2C00484g	2	438	0.4566%	0
DEHA2C00616g	2	670	0.2985%	0
DEHA2C00770g	2	547	0.3656%	0
DEHA2C01034g	2	352	0.5682%	0
DEHA2C01166g	2	297	0.6734%	0
DEHA2C01276g	2	405	0.4938%	0
DEHA2C01386g	2	301	0.6645%	0
DEHA2C01474g	2	205	0.9756%	0
DEHA2C01804g	2	335	0.5970%	0
DEHA2C01826g	2	620	0.3226%	1
DEHA2C02354g	2	323	0.6192%	0
DEHA2C02508g	2	421	0.4751%	0
DEHA2C02640g	2	808	0.2475%	0
DEHA2C02816g	2	334	0.5988%	0
DEHA2C02882g	2	508	0.3937%	0
DEHA2C02948g	2	122	1.6393%	0
DEHA2C02970g	2	414	0.4831%	0
DEHA2C03234g	2	776	0.2577%	0
DEHA2C03366g	2	231	0.8658%	0
DEHA2C03432g	2	600	0.3333%	1
DEHA2C03476g	2	791	0.2528%	0
DEHA2C03520g	2	141	1.4184%	0
DEHA2C03564g	2	556	0.3597%	0
DEHA2C03652g	2	635	0.3150%	0
DEHA2C03696g	2	583	0.3431%	0
DEHA2C03850g	2	473	0.4228%	0
DEHA2C04004g	2	922	0.2169%	0
DEHA2C04070g	2	664	0.3012%	0
DEHA2C04158g	2	476	0.4202%	0
DEHA2C04202g	2	553	0.3617%	0
DEHA2C04356g	2	495	0.4040%	0
DEHA2C04664g	2	654	0.3058%	0
DEHA2C05016g	2	701	0.2853%	0
DEHA2C05368g	2	293	0.6826%	0
DEHA2C05434g	2	177	1.1299%	0
DEHA2C05500g	2	419	0.4773%	0
DEHA2C05588g	2	596	0.3356%	0
DEHA2C05720g	2	453	0.4415%	0
DEHA2C05786g	2	648	0.3086%	0
DEHA2C06116g	2	576	0.3472%	0
DEHA2C06160g	2	1173	0.1705%	0
DEHA2C06248g	2	752	0.2660%	0
DEHA2C06688g	2	679	0.2946%	0
DEHA2C06996g	2	529	0.3781%	0
DEHA2C07084g	2	432	0.4630%	0
DEHA2C07106g	2	359	0.5571%	0
DEHA2C07128g	2	820	0.2439%	0
DEHA2C07260g	2	655	0.3053%	0
DEHA2C07326g	2	491	0.4073%	1
DEHA2C07392g	2	242	0.8264%	0
DEHA2C07568g	2	276	0.7246%	0
DEHA2C07634g	2	670	0.2985%	0
DEHA2C07744g	2	530	0.3774%	0
DEHA2C07898g	2	569	0.3515%	0
DEHA2C08140g	2	436	0.4587%	0
DEHA2C08272g	2	541	0.3697%	0
DEHA2C08602g	2	334	0.5988%	0
DEHA2C08734g	2	1348	0.1484%	0
DEHA2C09064g	2	369	0.5420%	0
DEHA2C09130g	2	571	0.3503%	0
DEHA2C09526g	2	405	0.4938%	0
DEHA2C09724g	2	371	0.5391%	0
DEHA2C09900g	2	414	0.4831%	0
DEHA2C09966g	2	669	0.2990%	0
DEHA2C10054g	2	1052	0.1901%	0
DEHA2C10076g	2	58	3.4483%	0
DEHA2C10142g	2	493	0.4057%	0
DEHA2C10450g	2	534	0.3745%	0
DEHA2C10626g	2	419	0.4773%	0
DEHA2C10670g	2	1644	0.1217%	0
DEHA2C10802g	2	459	0.4357%	0
DEHA2C11000g	2	1091	0.1833%	0
DEHA2C11066g	2	384	0.5208%	0
DEHA2C11110g	2	364	0.5495%	0
DEHA2C11286g	2	207	0.9662%	0
DEHA2C11396g	2	227	0.8811%	0
DEHA2C11418g	2	773	0.2587%	0
DEHA2C11572g	2	499	0.4008%	0
DEHA2C11682g	2	693	0.2886%	0
DEHA2C11858g	2	262	0.7634%	0
DEHA2C11968g	2	478	0.4184%	0
DEHA2C12144g	2	299	0.6689%	0
DEHA2C12254g	2	782	0.2558%	0
DEHA2C12430g	2	663	0.3017%	0
DEHA2C12452g	2	461	0.4338%	0
DEHA2C12606g	2	422	0.4739%	0
DEHA2C12672g	2	399	0.5013%	0
DEHA2C12870g	2	637	0.3140%	0
DEHA2C13002g	2	619	0.3231%	0
DEHA2C13266g	2	469	0.4264%	0
DEHA2C13310g	2	312	0.6410%	0
DEHA2C13508g	2	376	0.5319%	0
DEHA2C13596g	2	686	0.2915%	0
DEHA2C13728g	2	321	0.6231%	0
DEHA2C13926g	2	269	0.7435%	0
DEHA2C13992g	2	554	0.3610%	0
DEHA2C14014g	2	678	0.2950%	0
DEHA2C14168g	2	128	1.5625%	1
DEHA2C14212g	2	459	0.4357%	0
DEHA2C14256g	2	268	0.7463%	0
DEHA2C14300g	2	349	0.5731%	0
DEHA2C14388g	2	402	0.4975%	0
DEHA2C14476g	2	136	1.4706%	0
DEHA2C14674g	2	563	0.3552%	0
DEHA2C14894g	2	551	0.3630%	0
DEHA2C15334g	2	1165	0.1717%	0
DEHA2C15928g	2	597	0.3350%	0
DEHA2C15950g	2	505	0.3960%	0
DEHA2C16170g	2	462	0.4329%	0
DEHA2C16566g	2	336	0.5952%	0
DEHA2C16588g	2	335	0.5970%	0
DEHA2C16610g	2	477	0.4193%	0
DEHA2C16918g	2	810	0.2469%	0
DEHA2C16962g	2	418	0.4785%	0
DEHA2C17072g	2	516	0.3876%	0
DEHA2C17160g	2	719	0.2782%	0
DEHA2C17380g	2	358	0.5587%	0
DEHA2C17402g	2	174	1.1494%	0
DEHA2C17930g	2	516	0.3876%	0
DEHA2D00308g	2	552	0.3623%	0
DEHA2D00594g	2	98	2.0408%	0
DEHA2D00902g	2	408	0.4902%	0
DEHA2D00924g	2	546	0.3663%	0
DEHA2D01034g	2	469	0.4264%	0
DEHA2D01078g	2	546	0.3663%	0
DEHA2D01122g	2	390	0.5128%	0
DEHA2D01144g	2	432	0.4630%	0
DEHA2D01210g	2	629	0.3180%	0
DEHA2D01254g	2	98	2.0408%	0
DEHA2D01364g	2	401	0.4988%	0
DEHA2D01408g	2	564	0.3546%	1
DEHA2D01584g	2	599	0.3339%	0
DEHA2D01606g	2	404	0.4950%	0
DEHA2D01738g	2	340	0.5882%	0
DEHA2D01760g	2	242	0.8264%	0
DEHA2D01914g	2	335	0.5970%	0
DEHA2D02178g	2	264	0.7576%	0
DEHA2D02244g	2	557	0.3591%	0
DEHA2D02288g	2	441	0.4535%	0
DEHA2D02486g	2	73	2.7397%	0
DEHA2D02574g	2	334	0.5988%	0
DEHA2D02618g	2	225	0.8889%	0
DEHA2D02728g	2	678	0.2950%	0
DEHA2D02772g	2	139	1.4388%	0
DEHA2D02794g	2	288	0.6944%	0
DEHA2D02816g	2	471	0.4246%	0
DEHA2D02992g	2	574	0.3484%	0
DEHA2D03058g	2	370	0.5405%	0
DEHA2D03168g	2	567	0.3527%	0
DEHA2D03278g	2	238	0.8403%	0
DEHA2D03322g	2	458	0.4367%	0
DEHA2D03520g	2	320	0.6250%	0
DEHA2D03652g	2	528	0.3788%	0
DEHA2D03740g	2	104	1.9231%	0
DEHA2D03762g	2	428	0.4673%	0
DEHA2D03938g	2	161	1.2422%	0
DEHA2D03982g	2	513	0.3899%	0
DEHA2D04004g	2	437	0.4577%	0
DEHA2D04070g	2	245	0.8163%	0
DEHA2D04114g	2	410	0.4878%	0
DEHA2D04378g	2	296	0.6757%	0
DEHA2D04510g	2	587	0.3407%	0
DEHA2D04620g	2	1264	0.1582%	0
DEHA2D04708g	2	482	0.4149%	0
DEHA2D05324g	2	710	0.2817%	0
DEHA2D05676g	2	830	0.2410%	0
DEHA2D05786g	2	302	0.6623%	0
DEHA2D06204g	2	702	0.2849%	0
DEHA2D06380g	2	325	0.6154%	1
DEHA2D06600g	2	303	0.6601%	0
DEHA2D06886g	2	372	0.5376%	0
DEHA2D06974g	2	338	0.5917%	0
DEHA2D07040g	2	1821	0.1098%	0
DEHA2D07304g	2	959	0.2086%	0
DEHA2D07502g	2	185	1.0811%	0
DEHA2D07700g	2	241	0.8299%	0
DEHA2D07722g	2	444	0.4505%	0
DEHA2D08404g	2	445	0.4494%	0
DEHA2D08822g	2	338	0.5917%	0
DEHA2D08888g	2	297	0.6734%	0
DEHA2D08976g	2	259	0.7722%	0
DEHA2D09240g	2	677	0.2954%	0
DEHA2D09350g	2	591	0.3384%	0
DEHA2D09504g	2	810	0.2469%	0
DEHA2D09548g	2	1031	0.1940%	0
DEHA2D09768g	2	576	0.3472%	0
DEHA2D09812g	2	351	0.5698%	0
DEHA2D09966g	2	674	0.2967%	1
DEHA2D10098g	2	760	0.2632%	0
DEHA2D10120g	2	636	0.3145%	0
DEHA2D10186g	2	947	0.2112%	0
DEHA2D10516g	2	472	0.4237%	0
DEHA2D10769g	2	341	0.5865%	0
DEHA2D10956g	2	191	1.0471%	0
DEHA2D11022g	2	298	0.6711%	0
DEHA2D11176g	2	158	1.2658%	0
DEHA2D11330g	2	566	0.3534%	0
DEHA2D11594g	2	456	0.4386%	0
